t,x1,y1,heading1,x2,y2,heading2
0.0,1.0,0.0,1.7016960206944707,0.0,0.0,0.0
1.0,0.9659258262890684,0.2588190451025208,1.9634954084936216,0.0,0.0,0.0
2.0,0.8660254037844386,0.4999999999999999,2.2252947962927694,0.0,0.0,0.0
3.0,0.7071067811865477,0.7071067811865476,2.4870941840919203,0.0,0.0,0.0
4.0,0.5000000000000001,0.8660254037844385,2.7488935718910676,0.0,0.0,0.0
5.0,0.25881904510252096,0.9659258262890684,3.010692959690219,0.0,0.0,0.0
6.0,6.123233995736766e-17,1.0,3.272492347489367,0.0,0.0,0.0
7.0,-0.2588190451025207,0.9659258262890685,3.534291735288518,0.0,0.0,0.0
8.0,-0.4999999999999997,0.8660254037844387,3.796091123087666,0.0,0.0,0.0
9.0,-0.7071067811865475,0.7071067811865477,4.057890510886816,0.0,0.0,0.0
10.0,-0.8660254037844384,0.5000000000000003,4.319689898685964,0.0,0.0,0.0
11.0,-0.9659258262890684,0.258819045102521,4.581489286485116,0.0,0.0,0.0
12.0,-1.0,1.2246467991473532e-16,4.843288674284263,0.0,0.0,0.0
13.0,-0.9659258262890685,-0.2588190451025204,5.105088062083414,0.0,0.0,0.0
14.0,-0.8660254037844387,-0.4999999999999997,5.3668874498825625,0.0,0.0,0.0
15.0,-0.707106781186548,-0.7071067811865471,5.6286868376817125,0.0,0.0,0.0
16.0,-0.5000000000000003,-0.8660254037844383,5.890486225480861,0.0,0.0,0.0
17.0,-0.2588190451025215,-0.9659258262890682,6.152285613280012,0.0,0.0,0.0
18.0,-1.8369701987210297e-16,-1.0,6.41408500107916,0.0,0.0,0.0
19.0,0.25881904510252035,-0.9659258262890685,6.675884388878311,0.0,0.0,0.0
20.0,0.4999999999999992,-0.866025403784439,6.937683776677459,0.0,0.0,0.0
21.0,0.7071067811865474,-0.7071067811865477,7.199483164476609,0.0,0.0,0.0
22.0,0.8660254037844383,-0.5000000000000003,7.461282552275756,0.0,0.0,0.0
23.0,0.9659258262890682,-0.25881904510252157,7.723081940074908,0.0,0.0,0.0
24.0,1.0,-2.4492935982947064e-16,6.283185307179586,0.0,0.0,0.0
25.0,2.0,0.0,7.9848813278740565,0.0,0.0,0.0
26.0,1.9318516525781368,0.5176380902050416,8.246680715673207,0.0,0.0,0.0
27.0,1.7320508075688772,0.9999999999999998,8.508480103472355,0.0,0.0,0.0
28.0,1.4142135623730954,1.4142135623730951,8.770279491271506,0.0,0.0,0.0
29.0,1.0000000000000002,1.732050807568877,9.032078879070653,0.0,0.0,0.0
30.0,0.5176380902050419,1.9318516525781368,9.293878266869806,0.0,0.0,0.0
31.0,1.2246467991473532e-16,2.0,9.555677654668953,0.0,0.0,0.0
32.0,-0.5176380902050414,1.931851652578137,9.817477042468104,0.0,0.0,0.0
33.0,-0.9999999999999994,1.7320508075688774,10.079276430267253,0.0,0.0,0.0
34.0,-1.414213562373095,1.4142135623730954,10.341075818066402,0.0,0.0,0.0
35.0,-1.7320508075688767,1.0000000000000007,10.602875205865551,0.0,0.0,0.0
36.0,-1.9318516525781368,0.517638090205042,10.864674593664702,0.0,0.0,0.0
37.0,-2.0,2.4492935982947064e-16,11.12647398146385,0.0,0.0,0.0
38.0,-1.931851652578137,-0.5176380902050408,11.388273369263,0.0,0.0,0.0
39.0,-1.7320508075688774,-0.9999999999999994,11.650072757062148,0.0,0.0,0.0
40.0,-1.414213562373096,-1.4142135623730943,11.911872144861299,0.0,0.0,0.0
41.0,-1.0000000000000007,-1.7320508075688765,12.173671532660446,0.0,0.0,0.0
42.0,-0.517638090205043,-1.9318516525781364,12.435470920459597,0.0,0.0,0.0
43.0,-3.6739403974420594e-16,-2.0,12.697270308258746,0.0,0.0,0.0
44.0,0.5176380902050407,-1.931851652578137,12.959069696057897,0.0,0.0,0.0
45.0,0.9999999999999984,-1.732050807568878,13.220869083857046,0.0,0.0,0.0
46.0,1.4142135623730947,-1.4142135623730954,13.482668471656195,0.0,0.0,0.0
47.0,1.7320508075688765,-1.0000000000000007,13.744467859455343,0.0,0.0,0.0
48.0,1.9318516525781364,-0.5176380902050431,14.006267247254495,0.0,0.0,0.0
49.0,2.0,-4.898587196589413e-16,12.566370614359172,0.0,0.0,0.0
50.0,3.0,0.0,14.268066635053643,0.0,0.0,0.0
51.0,2.897777478867205,0.7764571353075624,14.529866022852794,0.0,0.0,0.0
52.0,2.598076211353316,1.4999999999999996,14.791665410651941,0.0,0.0,0.0
53.0,2.121320343559643,2.121320343559643,15.053464798451092,0.0,0.0,0.0
54.0,1.5000000000000004,2.5980762113533156,15.315264186250241,0.0,0.0,0.0
55.0,0.7764571353075629,2.897777478867205,15.57706357404939,0.0,0.0,0.0
56.0,1.8369701987210297e-16,3.0,15.83886296184854,0.0,0.0,0.0
57.0,-0.776457135307562,2.8977774788672055,16.100662349647692,0.0,0.0,0.0
58.0,-1.4999999999999991,2.598076211353316,16.36246173744684,0.0,0.0,0.0
59.0,-2.1213203435596424,2.121320343559643,16.624261125245987,0.0,0.0,0.0
60.0,-2.598076211353315,1.5000000000000009,16.886060513045138,0.0,0.0,0.0
61.0,-2.897777478867205,0.7764571353075631,17.14785990084429,0.0,0.0,0.0
62.0,-3.0,3.6739403974420594e-16,17.409659288643436,0.0,0.0,0.0
63.0,-2.8977774788672055,-0.7764571353075612,17.671458676442587,0.0,0.0,0.0
64.0,-2.598076211353316,-1.4999999999999991,17.933258064241734,0.0,0.0,0.0
65.0,-2.121320343559644,-2.1213203435596415,18.195057452040885,0.0,0.0,0.0
66.0,-1.5000000000000009,-2.5980762113533147,18.456856839840032,0.0,0.0,0.0
67.0,-0.7764571353075645,-2.8977774788672046,18.718656227639183,0.0,0.0,0.0
68.0,-5.51091059616309e-16,-3.0,18.98045561543833,0.0,0.0,0.0
69.0,0.7764571353075611,-2.8977774788672055,19.24225500323748,0.0,0.0,0.0
70.0,1.4999999999999978,-2.598076211353317,19.504054391036632,0.0,0.0,0.0
71.0,2.121320343559642,-2.121320343559643,19.765853778835783,0.0,0.0,0.0
72.0,2.5980762113533147,-1.5000000000000009,20.027653166634927,0.0,0.0,0.0
73.0,2.8977774788672046,-0.7764571353075647,20.28945255443408,0.0,0.0,0.0
74.0,3.0,-7.347880794884119e-16,18.84955592153876,0.0,0.0,0.0
75.0,4.0,0.0,20.55125194223323,0.0,0.0,0.0
76.0,3.8637033051562737,1.0352761804100832,20.81305133003238,0.0,0.0,0.0
77.0,3.4641016151377544,1.9999999999999996,21.074850717831527,0.0,0.0,0.0
78.0,2.8284271247461907,2.8284271247461903,21.336650105630678,0.0,0.0,0.0
79.0,2.0000000000000004,3.464101615137754,21.598449493429825,0.0,0.0,0.0
80.0,1.0352761804100838,3.8637033051562737,21.860248881228976,0.0,0.0,0.0
81.0,2.4492935982947064e-16,4.0,22.122048269028127,0.0,0.0,0.0
82.0,-1.0352761804100827,3.863703305156274,22.383847656827278,0.0,0.0,0.0
83.0,-1.999999999999999,3.464101615137755,22.645647044626426,0.0,0.0,0.0
84.0,-2.82842712474619,2.8284271247461907,22.907446432425573,0.0,0.0,0.0
85.0,-3.4641016151377535,2.0000000000000013,23.169245820224724,0.0,0.0,0.0
86.0,-3.8637033051562737,1.035276180410084,23.431045208023875,0.0,0.0,0.0
87.0,-4.0,4.898587196589413e-16,23.692844595823022,0.0,0.0,0.0
88.0,-3.863703305156274,-1.0352761804100816,23.954643983622173,0.0,0.0,0.0
89.0,-3.464101615137755,-1.999999999999999,24.21644337142132,0.0,0.0,0.0
90.0,-2.828427124746192,-2.8284271247461885,24.47824275922047,0.0,0.0,0.0
91.0,-2.0000000000000013,-3.464101615137753,24.74004214701962,0.0,0.0,0.0
92.0,-1.035276180410086,-3.863703305156273,25.00184153481877,0.0,0.0,0.0
93.0,-7.347880794884119e-16,-4.0,25.263640922617917,0.0,0.0,0.0
94.0,1.0352761804100814,-3.863703305156274,25.525440310417068,0.0,0.0,0.0
95.0,1.999999999999997,-3.464101615137756,25.78723969821622,0.0,0.0,0.0
96.0,2.8284271247461894,-2.8284271247461907,26.04903908601537,0.0,0.0,0.0
97.0,3.464101615137753,-2.0000000000000013,26.310838473814513,0.0,0.0,0.0
98.0,3.863703305156273,-1.0352761804100863,26.572637861613668,0.0,0.0,0.0
99.0,4.0,-9.797174393178826e-16,26.572637861613668,0.0,0.0,0.0
