t,x1,y1,heading1,x2,y2,heading2
0.0,0.0,0.0,0.0,0.0,8.0,4.71238898038469
1.0,0.5333333333333333,0.0,0.0,0.0,7.466666666666667,4.71238898038469
2.0,1.0666666666666667,0.0,0.0,0.0,6.933333333333334,4.71238898038469
3.0,1.6,0.0,0.0,0.0,6.4,4.71238898038469
4.0,2.1333333333333333,0.0,0.0,0.0,5.866666666666666,4.71238898038469
5.0,2.6666666666666665,0.0,0.0,0.0,5.333333333333333,4.71238898038469
6.0,3.2,0.0,0.0,0.0,4.8,4.71238898038469
7.0,3.7333333333333334,0.0,0.0,0.0,4.266666666666667,4.71238898038469
8.0,4.266666666666667,0.0,0.0,0.0,3.7333333333333334,4.71238898038469
9.0,4.8,0.0,0.0,0.0,3.2,4.71238898038469
10.0,5.333333333333333,0.0,0.0,0.0,2.6666666666666665,4.71238898038469
11.0,5.866666666666666,0.0,0.0,0.0,2.1333333333333333,4.71238898038469
12.0,6.4,0.0,0.0,0.0,1.6,4.71238898038469
13.0,6.933333333333334,0.0,0.0,0.0,1.0666666666666667,4.71238898038469
14.0,7.466666666666667,0.0,0.0,0.0,0.5333333333333333,4.71238898038469
15.0,8.0,0.0,1.5707963267948966,0.0,0.0,6.283185307179586
16.0,8.0,0.5333333333333333,3.141592653589793,0.5333333333333333,0.0,7.853981633974483
17.0,7.466666666666667,0.5333333333333333,3.141592653589793,0.5333333333333333,0.5333333333333333,7.853981633974483
18.0,6.933333333333334,0.5333333333333333,3.141592653589793,0.5333333333333333,1.0666666666666667,7.853981633974483
19.0,6.4,0.5333333333333333,3.141592653589793,0.5333333333333333,1.6,7.853981633974483
20.0,5.866666666666666,0.5333333333333333,3.141592653589793,0.5333333333333333,2.1333333333333333,7.853981633974483
21.0,5.333333333333333,0.5333333333333333,3.141592653589793,0.5333333333333333,2.6666666666666665,7.853981633974483
22.0,4.8,0.5333333333333333,3.141592653589793,0.5333333333333333,3.2,7.853981633974483
23.0,4.266666666666667,0.5333333333333333,3.141592653589793,0.5333333333333333,3.7333333333333334,7.853981633974483
24.0,3.7333333333333334,0.5333333333333333,3.141592653589793,0.5333333333333333,4.266666666666667,7.853981633974483
25.0,3.2,0.5333333333333333,3.141592653589793,0.5333333333333333,4.8,7.853981633974483
26.0,2.6666666666666665,0.5333333333333333,3.141592653589793,0.5333333333333333,5.333333333333333,7.853981633974483
27.0,2.1333333333333333,0.5333333333333333,3.141592653589793,0.5333333333333333,5.866666666666666,7.853981633974483
28.0,1.6,0.5333333333333333,3.141592653589793,0.5333333333333333,6.4,7.853981633974483
29.0,1.0666666666666667,0.5333333333333333,3.141592653589793,0.5333333333333333,6.933333333333334,7.853981633974483
30.0,0.5333333333333333,0.5333333333333333,3.141592653589793,0.5333333333333333,7.466666666666667,7.853981633974483
31.0,0.0,0.5333333333333333,1.5707963267948966,0.5333333333333333,8.0,6.283185307179586
32.0,0.0,1.0666666666666667,0.0,1.0666666666666667,8.0,4.71238898038469
33.0,0.5333333333333333,1.0666666666666667,0.0,1.0666666666666667,7.466666666666667,4.71238898038469
34.0,1.0666666666666667,1.0666666666666667,0.0,1.0666666666666667,6.933333333333334,4.71238898038469
35.0,1.6,1.0666666666666667,0.0,1.0666666666666667,6.4,4.71238898038469
36.0,2.1333333333333333,1.0666666666666667,0.0,1.0666666666666667,5.866666666666666,4.71238898038469
37.0,2.6666666666666665,1.0666666666666667,0.0,1.0666666666666667,5.333333333333333,4.71238898038469
38.0,3.2,1.0666666666666667,0.0,1.0666666666666667,4.8,4.71238898038469
39.0,3.7333333333333334,1.0666666666666667,0.0,1.0666666666666667,4.266666666666667,4.71238898038469
40.0,4.266666666666667,1.0666666666666667,0.0,1.0666666666666667,3.7333333333333334,4.71238898038469
41.0,4.8,1.0666666666666667,0.0,1.0666666666666667,3.2,4.71238898038469
42.0,5.333333333333333,1.0666666666666667,0.0,1.0666666666666667,2.6666666666666665,4.71238898038469
43.0,5.866666666666666,1.0666666666666667,0.0,1.0666666666666667,2.1333333333333333,4.71238898038469
44.0,6.4,1.0666666666666667,0.0,1.0666666666666667,1.6,4.71238898038469
45.0,6.933333333333334,1.0666666666666667,0.0,1.0666666666666667,1.0666666666666667,4.71238898038469
46.0,7.466666666666667,1.0666666666666667,0.0,1.0666666666666667,0.5333333333333333,4.71238898038469
47.0,8.0,1.0666666666666667,1.5707963267948966,1.0666666666666667,0.0,6.283185307179586
48.0,8.0,1.6,3.141592653589793,1.6,0.0,7.853981633974483
49.0,7.466666666666667,1.6,3.141592653589793,1.6,0.5333333333333333,7.853981633974483
50.0,6.933333333333334,1.6,3.141592653589793,1.6,1.0666666666666667,7.853981633974483
51.0,6.4,1.6,3.141592653589793,1.6,1.6,7.853981633974483
52.0,5.866666666666666,1.6,3.141592653589793,1.6,2.1333333333333333,7.853981633974483
53.0,5.333333333333333,1.6,3.141592653589793,1.6,2.6666666666666665,7.853981633974483
54.0,4.8,1.6,3.141592653589793,1.6,3.2,7.853981633974483
55.0,4.266666666666667,1.6,3.141592653589793,1.6,3.7333333333333334,7.853981633974483
56.0,3.7333333333333334,1.6,3.141592653589793,1.6,4.266666666666667,7.853981633974483
57.0,3.2,1.6,3.141592653589793,1.6,4.8,7.853981633974483
58.0,2.6666666666666665,1.6,3.141592653589793,1.6,5.333333333333333,7.853981633974483
59.0,2.1333333333333333,1.6,3.141592653589793,1.6,5.866666666666666,7.853981633974483
60.0,1.6,1.6,3.141592653589793,1.6,6.4,7.853981633974483
