t,x1,y1,heading1,x2,y2,heading2
0.0,1.0,0.0,1.8563956589394233,0.0,0.0,6.283185307179586
1.0,0.8412535328311812,0.5406408174555976,2.4275943232284765,0.0,0.0,6.283185307179586
2.0,0.41541501300188644,0.9096319953545183,2.99879298751753,0.0,0.0,6.283185307179586
3.0,-0.142314838273285,0.9898214418809328,3.569991651806583,0.0,0.0,6.283185307179586
4.0,-0.6548607339452851,0.7557495743542583,4.141190316095637,0.0,0.0,6.283185307179586
5.0,-0.9594929736144974,0.28173255684142967,4.71238898038469,0.0,0.0,6.283185307179586
6.0,-0.9594929736144975,-0.2817325568414294,5.283587644673743,0.0,0.0,6.283185307179586
7.0,-0.6548607339452852,-0.7557495743542582,5.8547863089627965,0.0,0.0,6.283185307179586
8.0,-0.14231483827328523,-0.9898214418809327,6.4259849732518495,0.0,0.0,6.283185307179586
9.0,0.41541501300188605,-0.9096319953545186,6.9971836375409024,0.0,0.0,6.283185307179586
10.0,0.8412535328311812,-0.5406408174555976,7.568382301829956,0.0,0.0,6.283185307179586
11.0,1.0,-2.4492935982947064e-16,6.283185307179586,0.0,0.0,6.283185307179586
12.0,2.0,0.0,8.13958096611901,0.0,0.0,6.283185307179586
13.0,1.6825070656623624,1.081281634911195,8.710779630408062,0.0,0.0,6.283185307179586
14.0,0.8308300260037729,1.8192639907090367,9.281978294697115,0.0,0.0,6.283185307179586
15.0,-0.28462967654657,1.9796428837618656,3.569991651806583,0.0,0.0,6.283185307179586
16.0,-1.3097214678905702,1.5114991487085165,4.141190316095637,0.0,0.0,6.283185307179586
17.0,-1.9189859472289947,0.5634651136828593,4.71238898038469,0.0,0.0,6.283185307179586
18.0,-1.918985947228995,-0.5634651136828588,5.283587644673743,0.0,0.0,6.283185307179586
19.0,-1.3097214678905704,-1.5114991487085163,5.8547863089627965,0.0,0.0,6.283185307179586
20.0,-0.28462967654657045,-1.9796428837618654,6.4259849732518495,0.0,0.0,6.283185307179586
21.0,0.8308300260037721,-1.819263990709037,6.9971836375409024,0.0,0.0,6.283185307179586
22.0,1.6825070656623624,-1.081281634911195,7.568382301829956,0.0,0.0,6.283185307179586
23.0,2.0,-4.898587196589413e-16,6.283185307179587,0.0,0.0,6.283185307179586
24.0,3.0,0.0,8.13958096611901,0.0,0.0,6.283185307179586
25.0,2.523760598493544,1.6219224523667926,8.710779630408062,0.0,0.0,6.283185307179586
26.0,1.2462450390056592,2.728895986063555,9.281978294697115,0.0,0.0,6.283185307179586
27.0,-0.426944514819855,2.9694643256427984,3.569991651806583,0.0,0.0,6.283185307179586
28.0,-1.9645822018358552,2.267248723062775,4.141190316095637,0.0,0.0,6.283185307179586
29.0,-2.878478920843492,0.845197670524289,4.71238898038469,0.0,0.0,6.283185307179586
30.0,-2.8784789208434924,-0.8451976705242882,5.283587644673743,0.0,0.0,6.283185307179586
31.0,-1.9645822018358556,-2.2672487230627745,5.8547863089627965,0.0,0.0,6.283185307179586
32.0,-0.4269445148198557,-2.969464325642798,6.4259849732518495,0.0,0.0,6.283185307179586
33.0,1.246245039005658,-2.7288959860635558,6.9971836375409024,0.0,0.0,6.283185307179586
34.0,2.523760598493544,-1.6219224523667926,7.568382301829956,0.0,0.0,6.283185307179586
35.0,3.0,-7.347880794884119e-16,6.283185307179587,0.0,0.0,6.283185307179586
36.0,4.0,0.0,8.13958096611901,0.0,0.0,6.283185307179586
37.0,3.365014131324725,2.16256326982239,8.710779630408062,0.0,0.0,6.283185307179586
38.0,1.6616600520075457,3.6385279814180733,9.281978294697115,0.0,0.0,6.283185307179586
39.0,-0.56925935309314,3.959285767523731,3.569991651806583,0.0,0.0,6.283185307179586
40.0,-2.6194429357811404,3.022998297417033,4.141190316095637,0.0,0.0,6.283185307179586
41.0,-3.8379718944579895,1.1269302273657187,4.71238898038469,0.0,0.0,6.283185307179586
42.0,-3.83797189445799,-1.1269302273657176,5.283587644673743,0.0,0.0,6.283185307179586
43.0,-2.619442935781141,-3.0229982974170326,5.8547863089627965,0.0,0.0,6.283185307179586
44.0,-0.5692593530931409,-3.9592857675237307,6.4259849732518495,0.0,0.0,6.283185307179586
45.0,1.6616600520075442,-3.638527981418074,6.9971836375409024,0.0,0.0,6.283185307179586
46.0,3.365014131324725,-2.16256326982239,7.568382301829956,0.0,0.0,6.283185307179586
47.0,4.0,-9.797174393178826e-16,7.568382301829956,0.0,0.0,6.283185307179586
48.0,4.0,-9.797174393178826e-16,7.568382301829956,0.0,0.0,6.283185307179586
49.0,4.0,-9.797174393178826e-16,7.568382301829956,0.0,0.0,6.283185307179586
